id	name	description
254	FUNCTION: calcium/calmodulin-dependent protein kinase. Ca(2+)/calmodulin-dependent microtubule-associated protein 2 kinase. Ca(2+)/calmodulin-dependent protein kinase 1. Ca(2+)/calmodulin-dependent protein kinase II. Ca(2+)/calmodulin-dependent protein kinase IV. Ca(2+)/calmodulin-dependent protein kinase kinase. Ca(2+)/calmodulin-dependent protein kinase kinase beta. calcium/calmodulin-dependent protein kinase type II. caldesmon kinase. caldesmon kinase (phosphorylating). calmodulin-dependent kinase II. CaMKI. CaMKII. CaM kinase. CaM kinase II. CaMKIV. CaMKKalpha. CaMKKbeta. CAM PKII. CaM-regulated serine/threonine kinase. microtubule-associated protein 2 kinase.	FUNCTION: calcium/calmodulin-dependent protein kinase. Ca(2+)/calmodulin-dependent microtubule-associated protein 2 kinase. Ca(2+)/calmodulin-dependent protein kinase 1. Ca(2+)/calmodulin-dependent protein kinase II. Ca(2+)/calmodulin-dependent protein kinase IV. Ca(2+)/calmodulin-dependent protein kinase kinase. Ca(2+)/calmodulin-dependent protein kinase kinase beta. calcium/calmodulin-dependent protein kinase type II. caldesmon kinase. caldesmon kinase (phosphorylating). calmodulin-dependent kinase II. CaMKI. CaMKII. CaM kinase. CaM kinase II. CaMKIV. CaMKKalpha. CaMKKbeta. CAM PKII. CaM-regulated serine/threonine kinase. microtubule-associated protein 2 kinase. Requires calmodulin. A wide range of proteins can act as acceptor, including vimentin, synapsin, glycogen synthase, myosin light-chains and the microtubule- associated tau protein. Not identical with EC 2.7.11.18 or EC 2.7.11.26. Formerly EC 2.7.1.120 and EC 2.7.1.123.
255	FUNCTION: mitogen-activated protein kinase. c-Jun N-terminal kinase. ERK. extracellular signal-regulated kinase. JNK. MAPK. MAP kinase. MBP kinase I. MBP kinase II. microtubule-associated protein 2 kinase. microtubule-associated protein kinase. myelin basic protein kinase. SAPK. stress-activated protein kinase.	FUNCTION: mitogen-activated protein kinase. c-Jun N-terminal kinase. ERK. extracellular signal-regulated kinase. JNK. MAPK. MAP kinase. MBP kinase I. MBP kinase II. microtubule-associated protein 2 kinase. microtubule-associated protein kinase. myelin basic protein kinase. SAPK. stress-activated protein kinase. Phosphorylation of specific tyrosine and threonine residues in the activation loop of this enzyme by EC 2.7.12.2 is necessary for enzyme activation. Once activated, the enzyme phosphorylates target substrates on serine or threonine residues followed by a proline. A distinguishing feature of all MAPKs is the conserved sequence Thr- Xaa-Tyr (TXY). Mitogen-activated protein kinase (MAPK) signal transduction pathways are among the most widespread mechanisms of cellular regulation. Mammalian MAPK pathways can be recruited by a wide variety of stimuli including hormones (e.g. insulin and growth hormone), mitogens (e.g. epidermal growth factor and platelet-derived growth factor), vasoactive peptides (e.g. angiotensin-II and endothelin), inflammatory cytokines of the tumor necrosis factor (TNF) family and environmental stresses such as osmotic shock, ionizing radiation and ischemeic injury. Formerly EC 2.7.1.37.
256	FUNCTION: beta-ketoacyl-[acyl-carrier-protein] synthase I. 3-ketoacyl-acyl carrier protein synthase. 3-oxoacyl-[acyl-carrier-protein] synthase. acyl-malonyl(acyl-carrier-protein)-condensing enzyme. acyl-malonyl acyl carrier protein-condensing enzyme. beta-ketoacyl-[acyl carrier protein] synthase. beta-ketoacyl-ACP synthase I. beta-ketoacyl-ACP synthetase. beta-ketoacyl acyl carrier protein synthase. beta-ketoacyl-acyl carrier protein synthetase. beta-ketoacylsynthase. beta-ketoacyl synthetase. condensing enzyme. fatty acid condensing enzyme. KAS I.	FUNCTION: beta-ketoacyl-[acyl-carrier-protein] synthase I. 3-ketoacyl-acyl carrier protein synthase. 3-oxoacyl-[acyl-carrier-protein] synthase. acyl-malonyl(acyl-carrier-protein)-condensing enzyme. acyl-malonyl acyl carrier protein-condensing enzyme. beta-ketoacyl-[acyl carrier protein] synthase. beta-ketoacyl-ACP synthase I. beta-ketoacyl-ACP synthetase. beta-ketoacyl acyl carrier protein synthase. beta-ketoacyl-acyl carrier protein synthetase. beta-ketoacylsynthase. beta-ketoacyl synthetase. condensing enzyme. fatty acid condensing enzyme. KAS I. Responsible for the chain-elongation step of dissociated (type II) fatty-acid biosynthesis, i.e. the addition of two C atoms to the fatty-acid chain. Escherichia coli mutants that lack this enzyme are deficient in unsaturated fatty acids. Can use fatty acyl thioesters of ACP (C2 to C16) as substrates, as well as fatty acyl thioesters of Co-A (C4 to C16). The substrate specificity is very similar to that of EC 2.3.1.179 with the exception that the latter enzyme is far more active with palmitoleoyl-ACP (C16Delta(9)) as substrate, allowing the organism to regulate its fatty-acid composition with changes in temperature.
257	FUNCTION: mannosyl-oligosaccharide 1,2-alpha-mannosidase. Man9-mannosidase. ManI. mannosidase 1A. mannosidase 1B.	FUNCTION: mannosyl-oligosaccharide 1,2-alpha-mannosidase. Man9-mannosidase. ManI. mannosidase 1A. mannosidase 1B. This family of mammalian enzymes, located in the Golgi system, participates in the maturation process of N-glycans that leads to formation of hybrid and complex structures. The enzymes catalyze the hydrolysis of the four (1->2)-linked alpha- D-mannose residues from the Man9GlcNAc2 oligosaccharide attached to target proteins. Alternatively, the enzymes act on the Man8GlcNAc2 isomer formed by EC 3.2.1.209. The enzymes are type II membrane proteins, require Ca(2+), and use an inverting mechanism. While all three human enzymes can catalyze the reactions listed here, some of the enzymes can additionally catalyze hydrolysis in an alternative order, generating additional isomeric intermediates, although the final product is the same. The names of the isomers listed here are based on a nomenclature system proposed by Prien et al.
258	FUNCTION: RBR-type E3 ubiquitin transferase. 	FUNCTION: RBR-type E3 ubiquitin transferase.  RBR-type E3 ubiquitin transferases have two RING fingers separated by an internal motif (IBR, for In Between RING). The enzyme interacts with the CRL (Cullin-RING ubiquitin Ligase) complexes formed by certain RING-type E3 ubiquitin transferase (see EC 2.3.2.27), which include a neddylated cullin scaffold protein and a substrate recognition module. The RING1 domain binds an EC 2.3.2.23, and transfers the ubiquitin that is bound to it to an internal cysteine residue in the RING2 domain, followed by the transfer of the ubiquitin from RING2 to the substrate. Once the substrate has been ubiquitinated by the RBR-type ligase, it can be ubiqutylated further using ubiquitin carried directly on E2 enzymes, in a reaction catalyzed by EC 2.3.2.27. Activity of the RBR-type enzyme is dependent on neddylation of the cullin protein in the CRL complex. Cf. EC 2.3.2.26, EC 2.3.2.27, and EC 2.3.2.32.
259	FUNCTION: arylamine N-acetyltransferase. arylamine acetylase.	FUNCTION: arylamine N-acetyltransferase. arylamine acetylase. Wide specificity for aromatic amines, including serotonin; also catalyzes acetyl-transfer between arylamines without CoA.
260	FUNCTION: glutamate racemase. 	FUNCTION: glutamate racemase.  
261	FUNCTION: quercetin 2,3-dioxygenase. 	FUNCTION: quercetin 2,3-dioxygenase.  Quercetin is a flavonol (5,7,3',4'-tetrahydroxyflavonol).
262	FUNCTION: tyrosinase. cresolase. monophenol monooxygenase. monophenol oxidase. N-acetyl-6-hydroxytryptophan oxidase. phenolase. tyrosine-dopa oxidase.	FUNCTION: tyrosinase. cresolase. monophenol monooxygenase. monophenol oxidase. N-acetyl-6-hydroxytryptophan oxidase. phenolase. tyrosine-dopa oxidase. Found in a broad variety of bacteria, fungi, plants, insects, crustaceans, and mammals, which is involved in the synthesis of betalains and melanin. The enzyme, which is activated upon binding molecular oxygen, can catalyze both a monophenolase reaction cycle or a diphenolase reaction cycle. During the monophenolase cycle, one of the bound oxygen atoms is transferred to a monophenol (such as L-tyrosine), generating an O-diphenol intermediate, which is subsequently oxidized to an o-quinone and released, along with a water molecule. The enzyme remains in an inactive deoxy state, and is restored to the active oxy state by the binding of a new oxygen molecule. During the diphenolase cycle the enzyme binds an external diphenol molecule (such as L-dopa) and oxidizes it to an O-quinone that is released along with a water molecule, leaving the enzyme in the intermediate met state. The enzyme then binds a second diphenol molecule and repeats the process, ending in a deoxy state. The second reaction is identical to that catalyzed by the related enzyme catechol oxidase (EC 1.10.3.1). However, the latter can not catalyze the hydroxylation or monooxygenation of monophenols. Formerly EC 1.14.17.2.
263	FUNCTION: peptide-methionine (S)-S-oxide reductase. methionine S-oxide reductase. methionine S-oxide reductase (S-form oxidizing). methionine sulfoxide reductase. methionine sulfoxide reductase A. methionine sulphoxide reductase A. peptide Met(O) reductase. peptide methionine sulfoxide reductase.	FUNCTION: peptide-methionine (S)-S-oxide reductase. methionine S-oxide reductase. methionine S-oxide reductase (S-form oxidizing). methionine sulfoxide reductase. methionine sulfoxide reductase A. methionine sulphoxide reductase A. peptide Met(O) reductase. peptide methionine sulfoxide reductase. The reaction occurs in the reverse direction to that shown above. Exhibits high specificity for the reduction of the S-form of L-methionine S-oxide, acting faster on the residue in a peptide than on the free amino acid. On the free amino acid, it can also reduce D-methionine (S)-S-oxide but more slowly. Plays a role in preventing oxidative-stress damage caused by reactive oxygen species by reducing the oxidized form of methionine back to methionine and thereby reactivating peptides that had been damaged. The reaction proceeds via a sulfenic-acid intermediate. Formerly EC 1.8.4.6.
264	FUNCTION: thiosulfate sulfurtransferase. rhodanese. thiosulfate cyanide transsulfurase. thiosulfate thiotransferase.	FUNCTION: thiosulfate sulfurtransferase. rhodanese. thiosulfate cyanide transsulfurase. thiosulfate thiotransferase. A few other sulfur compounds can act as donors.
265	FUNCTION: lysine--tRNA ligase. lysine translase. lysyl-tRNA synthetase.	FUNCTION: lysine--tRNA ligase. lysine translase. lysyl-tRNA synthetase. 
266	FUNCTION: Transferred entry: 4.6.1.24. 	FUNCTION: Transferred entry: 4.6.1.24.  
267	FUNCTION: polynucleotide adenylyltransferase. NTP polymerase. poly(A) polymerase. RNA adenylating enzyme.	FUNCTION: polynucleotide adenylyltransferase. NTP polymerase. poly(A) polymerase. RNA adenylating enzyme. Also acts slowly with CTP. Catalyzes template-independent extension of the 3'-end of a DNA strand by one nucleotide at a time. Cannot initiate a chain de novo. The primer, depending on the source of the enzyme, may be an RNA or DNA fragment or oligo(A) bearing a 3'-OH terminal group. See also EC 2.7.7.6.
268	FUNCTION: L-lactate dehydrogenase. L-lactic acid dehydrogenase. L-lactic dehydrogenase.	FUNCTION: L-lactate dehydrogenase. L-lactic acid dehydrogenase. L-lactic dehydrogenase. Also oxidizes other (S)-2-hydroxymonocarboxylic acids. NADP(+) acts, more slowly, with the animal, but not the bacterial, enzyme.
269	FUNCTION: nitrite reductase (NO-forming). cd-cytochrome nitrite reductase. cytochrome c-551:O2, NO2(+) oxidoreductase. cytochrome cd. cytochrome cd1. hydroxylamine (acceptor) reductase. methyl viologen-nitrite reductase. nitrite reductase. nitrite reductase (cytochrome; NO-forming). nitrite reductase (cytochrome). Pseudomonas cytochrome oxidase.	FUNCTION: nitrite reductase (NO-forming). cd-cytochrome nitrite reductase. cytochrome c-551:O2, NO2(+) oxidoreductase. cytochrome cd. cytochrome cd1. hydroxylamine (acceptor) reductase. methyl viologen-nitrite reductase. nitrite reductase. nitrite reductase (cytochrome; NO-forming). nitrite reductase (cytochrome). Pseudomonas cytochrome oxidase. The reaction is catalyzed by two types of enzymes, found in the perimplasm of denitrifying bacteria. One type comprises proteins containing multiple copper centers, the other a heme protein, cytochrome cd1. Acceptors include c-type cytochromes such as cytochrome c-550 or cytochrome c-551 from Paracoccus denitrificans or Pseudomonas aeruginosa, and small blue copper proteins such as azurin and pseudoazurin. Cytochrome cd1 also has oxidase and hydroxylamine reductase activities. May also catalyze the reaction of EC 1.7.99.1 since this is a well- known activity of cytochrome cd1. Formerly EC 1.6.6.5, EC 1.7.99.3 and EC 1.9.3.2.
270	FUNCTION: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase. 	FUNCTION: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase.  KsgA introduces the most highly conserved ribosomal RNA modification, the dimethylation of adenine(1518) and adenine(1519) in 16S rRNA. Strains lacking the methylase are resistant to kasugamycin. Formerly EC 2.1.1.48.
271	FUNCTION: ubiquitinyl hydrolase 1. ubiquitin C-terminal hydrolase. ubiquitin thiolesterase.	FUNCTION: ubiquitinyl hydrolase 1. ubiquitin C-terminal hydrolase. ubiquitin thiolesterase. Links to polypeptides smaller than 60 residues are hydrolyzed more readily than those to larger polypeptides. Isoforms exist with quantitatively different specificities among the best known being UCH-L1 and UCH-L3, major proteins of the brain of mammals. Inhibited by ubiquitin aldehyde (in which Gly76 is replaced by aminoacetaldehyde). Belongs to peptidase family C12.
272	FUNCTION: protein-L-isoaspartate(D-aspartate) O-methyltransferase. L-isoaspartyl protein carboxyl methyltransferase. protein beta-aspartate O-methyltransferase. protein D-aspartate methyltransferase. protein L-isoaspartyl methyltransferase.	FUNCTION: protein-L-isoaspartate(D-aspartate) O-methyltransferase. L-isoaspartyl protein carboxyl methyltransferase. protein beta-aspartate O-methyltransferase. protein D-aspartate methyltransferase. protein L-isoaspartyl methyltransferase. D-aspartate (but not L-aspartate) residues in proteins can also act as acceptors. Formerly EC 2.1.1.24.
273	FUNCTION: hydroxymethylglutaryl-CoA synthase. (S)-3-hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase (CoA- acetylating). 3-hydroxy-3-methylglutaryl-CoA synthase. 3-hydroxy-3-methylglutaryl CoA synthetase. 3-hydroxy-3-methylglutaryl coenzyme A synthase. 3-hydroxy-3-methylglutaryl-coenzyme A synthase. 3-hydroxy-3-methylglutaryl coenzyme A synthetase. acetoacetyl coenzyme A transacetase. beta-hydroxy-beta-methylglutaryl-CoA synthase. HMG-CoA synthase. hydroxymethylglutaryl coenzyme alpha-condensing enzyme. hydroxymethylglutaryl coenzyme A synthase.	FUNCTION: hydroxymethylglutaryl-CoA synthase. (S)-3-hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase (CoA- acetylating). 3-hydroxy-3-methylglutaryl-CoA synthase. 3-hydroxy-3-methylglutaryl CoA synthetase. 3-hydroxy-3-methylglutaryl coenzyme A synthase. 3-hydroxy-3-methylglutaryl-coenzyme A synthase. 3-hydroxy-3-methylglutaryl coenzyme A synthetase. acetoacetyl coenzyme A transacetase. beta-hydroxy-beta-methylglutaryl-CoA synthase. HMG-CoA synthase. hydroxymethylglutaryl coenzyme alpha-condensing enzyme. hydroxymethylglutaryl coenzyme A synthase. Formerly EC 4.1.3.5.
274	FUNCTION: hexokinase. hexokinase type I. hexokinase type II. hexokinase type III. hexokinase type IV (glucokinase).	FUNCTION: hexokinase. hexokinase type I. hexokinase type II. hexokinase type III. hexokinase type IV (glucokinase). D-glucose, D-mannose, D-fructose, sorbitol and D-glucosamine can act as acceptors. ITP and dATP can act as donors.
275	FUNCTION: carboxylesterase. ali-esterase. B-esterase. cocaine esterase. methylbutyrase. monobutyrase. procaine esterase.	FUNCTION: carboxylesterase. ali-esterase. B-esterase. cocaine esterase. methylbutyrase. monobutyrase. procaine esterase. Wide specificity; also hydrolyzes vitamin A esters. The enzymes from microsomes also catalyze the reactions of EC 3.1.1.2, EC 3.1.1.5, EC 3.1.1.6, EC 3.1.1.23, EC 3.1.1.28, EC 3.1.2.2, EC 3.5.1.4 and EC 3.5.1.13. Formerly EC 3.1.1.12.
276	FUNCTION: fructokinase. D-fructokinase.	FUNCTION: fructokinase. D-fructokinase. 
